Body,-0.02061332,0.870855
RightHand,0.202074,0.7420629
Head,-0.02286744,1.058343
LeftHand,-0.277642,0.7695565
RightFoot,0.1267722,0.08011484
LeftFoot,-0.1089841,0.08277762
Hip,-0.018004,0.6919224
Body,-0.02061332,0.870855
RightHand,0.202074,0.7420629
Head,-0.02286744,1.058343
LeftHand,-0.277642,0.7695565
RightFoot,0.1267722,0.08011484
LeftFoot,-0.1089841,0.08277762
Hip,-0.018004,0.6919224
