Body,-0.05299017,0.3537556
RightHand,0.2265791,0.5931526
Head,-0.1227645,0.5728513
LeftHand,-0.5325146,0.3273171
RightFoot,0.03040301,0.04989249
LeftFoot,0.1156552,0.04685695
Hip,-0.00934631,0.1720864
