Body,-0.01735005,1.659295
RightHand,0.1424257,2.020712
Head,-0.01401423,1.848519
LeftHand,-0.2328236,1.992898
RightFoot,0.08790772,1.150571
LeftFoot,-0.1001822,1.037894
Hip,-0.01552674,1.459703
Body,-0.01735005,1.659295
RightHand,0.1424257,2.020712
Head,-0.01401423,1.848519
LeftHand,-0.2328236,1.992898
RightFoot,0.08790772,1.150571
LeftFoot,-0.1001822,1.037894
Hip,-0.01552674,1.459703
