Body,-0.01720141,1.726468
RightHand,0.07286145,2.097798
Head,-0.01346393,1.91117
LeftHand,-0.1664216,2.109181
RightFoot,0.09516764,1.415731
LeftFoot,-0.09962769,1.300077
Hip,-0.01544314,1.527389
Body,-0.01720141,1.726468
RightHand,0.07286145,2.097798
Head,-0.01346393,1.91117
LeftHand,-0.1664216,2.109181
RightFoot,0.09516764,1.415731
LeftFoot,-0.09962769,1.300077
Hip,-0.01544314,1.527389
