Body,-0.03764059,1.031117
RightHand,0.222278,0.8217657
Head,-0.03674251,1.263698
LeftHand,-0.2676308,0.8241463
RightFoot,0.1277906,0.08072066
LeftFoot,-0.126595,0.0833869
Hip,-0.03503301,0.832313
Body,-0.03764059,1.031117
RightHand,0.222278,0.8217657
Head,-0.03674251,1.263698
LeftHand,-0.2676308,0.8241463
RightFoot,0.1277906,0.08072066
LeftFoot,-0.126595,0.0833869
Hip,-0.03503301,0.832313
