Body,-0.001537923,1.053987
RightHand,0.1712369,0.950268
Head,-0.002834079,1.255862
LeftHand,-0.2806456,0.9733744
RightFoot,0.01230311,0.1927299
LeftFoot,-0.04792733,0.2337048
Hip,-0.0009043687,0.8669256
