Body,0.001620742,0.9361804
RightHand,0.2243385,0.7425168
Head,-0.01950482,1.100315
LeftHand,-0.2568055,0.7289397
RightFoot,0.01218217,0.2872145
LeftFoot,-0.04428243,0.07897222
Hip,-0.0003085732,0.7629309
